Collection Name,Floor Purchase Price,24h%,7d%,Total Float,Floor Cap,Volume,24h Volume%,Sales,24h Owners%,%Float,24h supply%,image_url
chainfaces-arena,0.033,-5.71,-21.43,27045,892.49,3,0.00000000000000000000,51,0.00,1.29,9.40,https://lh3.googleusercontent.com/K_oWRB9L-cUBUM41HNk4LLI4rU4aF3Uh372SmHu1TMGUl9MZQ9g7TUx5Wy63MQEmcN5rE1hCLbek9ocfL7N7Loq22otrjjqQ_i9Q024=s120
chain-runners-nft,1.05,-3.67,-37.80,10011,10511.55,24,0.26315789473684210526,14,-0.06,4.87,-4.69,https://lh3.googleusercontent.com/3vScLGUcTB7yhItRYXuAFcPGFNJ3kgO0mXeUSUfEMBjGkGPKz__smtXyUlRxzZjr1Y5x8hz1QXoBQSEb8wm4oBByeQC_8WOCaDON4Go=s120
chill-ape-clubnft,0.008,0.00,0.00,1532,12.26,0,,1,0.00,4.90,11.94,https://lh3.googleusercontent.com/IZYvP-6azOamauSaC__ieDtIoGglD_Rlkg38EkkCOUC72fXz9xBf3UHlykmLi681R8sIW1F_ya6gslZhend0UeLgkEXEVgrBdANvVz0=s120
chubbiverse-frens,0.08,-11.11,-19.19,8888,711.04,1,0.00000000000000000000,11,0.04,4.22,26.26,https://lh3.googleusercontent.com/YcB7nLPfOlmsF9l5milmw4T6nAEufqPZxfHwTDNPs_gJGYsIogQuJCHRDcBtxeaaQgB4eJO87OZHBkXJg1QYwPOLUqf94z-LzxrmLg=s120
chubbykaijudao,0.075,-5.06,-16.67,10016,751.20,4,-0.33333333333333333333,32,-0.11,5.27,10.69,https://lh3.googleusercontent.com/243xUn5kPrfnb__Icd-_i3D7iR_RlkrosgH6O0hS3lAmxOZOkWIPw8Tl6HywwxVTUP5nPC2mvSDntDbh3e8__8kl_sDm_CNa9PBLzyQ=s120
chumbivalleyofficial,0.65,6.56,-4.41,4040,2626.00,35,2.8888888888888889,39,-0.68,11.31,-7.30,https://lh3.googleusercontent.com/BMA1U68bhqomAbrdKTske865bLFr5NiJpwb8EVlSiHqkOGRZkZWIerLUMemJgqBtIKulbDp2hQ8c321W5sxvs6-KJD-qXia28gn2hQ=s120
citylights-v2,0.05,-25.37,-28.57,1208,60.40,0,,0,0.00,4.30,67.74,https://lh3.googleusercontent.com/CwlU9eClqXMuaqyLEk6yMaM2rUgVW-Qz8BBvRx6lFOFkcZ03LUuMTwncj-Wwqmb2CSYEOHxFzgBOfHzusbfyJWqJ9-kfNtkJKeLo=s120
clonex,13.25,3.52,-1.85,16710,221407.50,298,-0.30536130536130536131,20,0.08,8.08,2.90,https://lh3.googleusercontent.com/XN0XuD8Uh3jyRWNtPTFeXJg_ht8m5ofDx6aHklOiy4amhFuWUa0JaR6It49AH8tlnYS386Q0TW_-Lmedn0UET_ko1a3CbJGeu5iHMg=s120
clonex-mintvial,24.8,-0.40,-0.76,7558,187438.40,0,,0,-0.18,0.17,8.33,https://lh3.googleusercontent.com/xOw5gYzZzkm83sL8ObO_wv-adMrsw5w9TkPjrJLT3c2dbGIS8DR_Qm_hsth7esBM2l3q_FOmlqzO0dR4BFquFEX5wSx-Suc82669=s120
collectvox,1.13,13.00,3.20,8889,10044.57,41,0.20588235294117647059,14,0.18,1.47,-2.96,https://lh3.googleusercontent.com/2QUNq1tqWDePg7jCqM7usnLNukDRTUc33VgVLkBYry4VKkess3MgRGw5fpz3qD5i2shfuyWdJH8Z8lWWyn39YcfeOMz7SjScZXnL=s120
collectvoxmirandus,1.06,-3.64,-11.67,6221,6594.26,15,-0.57142857142857142857,6,-0.05,3.49,2.84,https://lh3.googleusercontent.com/wzxBcOr_VAjwDqkaQ4ppAsc556coUTWIQf6db_tobrmmi4z8u0KwPM8qam421G6o_fLgjpB8jyUcDYEjxqaR6oMFbjxx937YmWFOdQ=s120
coodles,0.0249,-11.07,-26.76,8900,221.61,0,-1.00000000000000000000,9,0.02,7.06,1.29,https://lh3.googleusercontent.com/LGguXQTURQOH-NNpZc8qsdhKDBmKEpL_Z3HLifZk28hmF6X1r346g3sG7YWgGa13BBQKqpVvyv5jcNTQO-lm3Kd5R_BMSqcbGuxdk5s=s120
cool-cats-nft,7.99,-5.44,-14.09,9935,79380.65,132,-0.25423728813559322034,15,0.04,4.37,3.83,https://lh3.googleusercontent.com/LIov33kogXOK4XZd2ESj29sqm_Hww5JSdO7AFn5wjt8xgnJJ0UpNV9yITqxra3s_LMEW1AnnrgOVB_hDpjJRA1uF4skI5Sdi_9rULi8=s120
cooldogsofficial,0.12,4.35,9.09,5014,601.68,1,0.00000000000000000000,9,-0.04,7.86,4.23,https://lh3.googleusercontent.com/P9GncWlHc4G5dC3EZuJVTL1hnVR4e4mj_OjofacuHqPBdM7Kn5S2DOIAd-Wpg1pAa8jh4_gHj4KC3jcP9txOuXMtbhSfk0v1JZHp7g=s120
coolmans-universe,1.57,-4.85,-20.59,10066,15803.62,67,-0.04285714285714285714,35,-0.07,7.39,7.83,https://lh3.googleusercontent.com/E2qCzhIiOS7mfw-vkPU3ROBTbNMeSaC47DLYXd9qiV275KGgciNbbKFgpffwOEpTTJ9JHHztmv1nnh6bOo0KpoFueK4EitHJzsqX=s120
coolmonkes,0.268,-7.59,-27.57,10058,2695.54,7,-0.30000000000000000000,22,1.08,3.01,9.78,https://lh3.googleusercontent.com/yBuljll0-zEVS8MtYc_1zfRxPxeIgcRHN9FJsNHnYMu3rCQatPWaeUX87nGf0l8FtOdE1nD30EVq3jiCObUPgJazMvKfbvVdK5ca=s120
coolpetsnft,1.497,-4.65,-20.79,972,1455.08,83,0.00000000000000000000,55,-0.28,25.51,-11.74,https://lh3.googleusercontent.com/dNMaqYrBRTBWeTQOJsKg0IedkMSS_SB37x1ivbcydSWur1Pv3_sETgQYQdeCgp8Iv4gTT60xz8pnWkfAJF7HwHibOfB94wT5l2WJ2Q=s120
corruption-s,0.33,-5.71,0.00,4196,1384.68,0,-1.00000000000000000000,1,0.07,2.62,2.80,https://lh3.googleusercontent.com/nUpJkhcyHV1rO4DAz4VqioRCXwUHhVQ0taWCqpf5oimg1QNhtwEbb_Isn9uK2of8EEhLBGaH1qcLPWKpQedgs2fGYcSEOZAFy4_R=s120
cosmiclabs,0.0639,4.75,6.50,9010,575.74,1,0.00000000000000000000,12,-0.11,4.65,1.70,https://lh3.googleusercontent.com/gAaIagdJbMTjsh9skRwqWq_G1TQfPEMY-UNMJNnOqij6rl_EvNuEyv-B2w_dalr9smeOavXIA_DrSUa4vzFQwHBJOwLSU8hWvPS1-Q=s120
cosmic-wyverns-official,0.025,-12.28,150.00,3506,87.65,1,0.00000000000000000000,3,0.00,3.65,9.40,https://lh3.googleusercontent.com/5cQEFe0l90iE6FD5126wm7G2ngQK-7IRv8rub-7i7aTPwvw3rYYmPw_w02IgcAePalKdjerDQkF3svhUHozzuFhMyiDOatystExb=s120
crashtestjoyride,0.089,-6.32,-31.01,4454,396.41,2,0.00000000000000000000,20,0.05,8.85,7.36,https://lh3.googleusercontent.com/XNPpNpeIAC1rF5pjX86DdGqY1Mw2g_F3WxJxqm7wDQZ7zJJljvadVpbiwOcMV_wHQl7MlCuvyA-p1SzM7MHDokeDZvpckIjup7bwrg=s120
creaturetoadz,0.04,2.56,-13.04,8899,355.96,0,,6,-0.06,3.76,4.04,https://lh3.googleusercontent.com/wvlGZLaD6Pl1FozAi0ih4wkMW9vn_72VDrfvZk3h48kNSOdY-CynzrWRHJfuBS7CTi0wGc_sxr9kp-_DWbhpGzmaAX7ZQLtXjJ5-8g=s120
creepycreams,0.33,-14.95,-5.71,1510,498.30,2,-0.50000000000000000000,6,-0.86,5.23,-22.55,https://lh3.googleusercontent.com/svggArKf9bdBTF1dJAGCH7xrMBzhZ4ANw8VotOcEmnG4uE70TXfJnX30xXsgbiFQ4aB-eno8dPwWQuJIwefSNuHduzaDoViYdvsD=s120
creepz-loomi-vault,0.299,3.10,-15.54,5000,1495.00,4,0.00000000000000000000,12,5.84,1.24,16.98,https://lh3.googleusercontent.com/8nY5FxzqXpZGH-VZ8yDK3vUk94mf7bXLlObGM14HaqGnwXFVpAKr0iZ5FG71FXPTDu46uR1HJyHsTz3sjf4F16E1uqPTBNWtnkJu3A=s120
creepz-shapeshifterz,0.09998,-9.03,-8.28,20068,2006.40,8,0.14285714285714285714,28,-0.51,1.01,2.54,https://lh3.googleusercontent.com/63HmJBlg3RvZ-7RVdZpO5q_SYKqWi4-HaBItKtfKpgAjUJd4Jdi6Fb2CrEMBRbcwJeI3oMLj9utFA_eix6CQ4DiQaBugGTvSck61gw=s120
critterznft,1.74,-7.94,-5.64,3821,6648.54,14,-0.06666666666666666667,8,-1.05,1.39,-5.36,https://lh3.googleusercontent.com/7x44eOJS6RMc4cumPwCYIjGZFIyEv6dGe01ncoj7ypeyWM35tznzuH9fYIdTvhGRqTZLJGaPnPp1BAPsV8S3W2zBa6YAzwQ_JonTcQ=s120
croakz-v2-1,0.114,-5.00,42.50,6969,794.47,3,-0.25000000000000000000,21,-0.08,10.16,2.76,https://lh3.googleusercontent.com/U3owPRJPKaSazF_N14NXEqAbYXQ1oEWoXLMcRgTi6v77av8lGxl7yNrrP5q5n31v7F1Ij0M9G76OAS99cdeZ3u68pJW0JoQEiMo6y5Y=s120
cryptoadz-by-gremplin,2.0,0.00,-16.67,7029,14058.00,23,-0.11538461538461538462,10,0.00,5.93,1.46,https://lh3.googleusercontent.com/iofetZEyiEIGcNyJKpbOafb_efJyeo7QOYnTog8qcQJhqoBU-Vu9l3lXidZhXOAdu6dj4fzWW6BZDU5vLseC-K03rMMu-_j2LvwcbHo=s120
cryptoarte,0.125,0.00,-12.28,9894,1236.75,1,0.00000000000000000000,4,0.00,2.49,5.58,https://lh3.googleusercontent.com/JySahZaeN2tGy4aTvzfdbRGv9qizz8-7F-s3iJ_pbhUZ9KJceVnoW1c_V2IZq5dSK_9h_FgrTv_HF2MA2s8PXqg=s60
cryptobatz-by-ozzy-osbourne,0.274,-8.67,-58.98,9670,2649.58,22,-0.08333333333333333333,63,0.01,11.42,-1.52,https://lh3.googleusercontent.com/oHF2355rmbMguzNweOA5Bl3DCOAyjWai3ZelFnlpoG7N6HmGIvaRgvAW6ajDCyJGZp9wIkXv8SQeucSlN-TM5SxNDFBQL7wrOBk-CQ=s120
crypto-bull-society,0.34,45.36,-8.06,7762,2639.08,21,0.75000000000000000000,57,-0.36,9.40,-1.35,https://lh3.googleusercontent.com/PcoKbJefCrX9vMPsrc8IwCH2rN8OPppi_e9UyBGQi-gehJjondQLRmGT00Ejx6vsglrWjeqPCpngdzeVfUDUqzyi8mrwOkYCVdaS=s120
cryptochampionsnft,0.05,11.11,-9.09,2001,100.05,0,,7,-0.03,10.99,5.26,https://lh3.googleusercontent.com/ztB_wO7DS_QWxksgvgtfCExPTmtd9UNwu0m3QXA221Cx4CttqjzcOa89JZQ38U5oUK7RrdI1hpAerGESXKasPVL2qYK_E4NqRvjN=s120
cryptocitizensofficial,1.4,0.00,-6.35,2867,4013.80,0,,0,0.00,1.88,22.73,https://lh3.googleusercontent.com/1JFKho_SSw7ijUWh_TZtM6dfGUFiJGYShQINqXRF-IANNZvODWVafci3QRkC4xQ2FB9qQ8ISfnJHiVsnXjQkAjo9-PCMRNSyO6MH=s120
cryptockthesociety,0.14,-6.04,-12.50,2402,336.28,0,,2,0.00,3.71,3.49,https://lh3.googleusercontent.com/CWGVhyL1LPEjNSEaqfMfKJBp3KftVjiCYpe01a-bgyLnNxDUPpHlikBHViG59vIIK_42n_eajXRfvURCPqQOb3c17ZBILW5JF2oL=s120
cryptocoven,1.04,-13.33,-26.76,9757,10147.28,10,0.11111111111111111111,8,0.04,5.41,17.59,https://lh3.googleusercontent.com/E8MVasG7noxC0Fa_duhnexc2xze1PzT1jzyeaHsytOC4722C2Zeo7EhUR8-T6mSem9-4XE5ylrCtoAsceZ_lXez_kTaMufV5pfLc3Fk=s120
cryptodickbutts-s3,1.12,12.00,-24.83,5204,5828.48,8,0.33333333333333333333,6,0.06,5.48,3.26,https://lh3.googleusercontent.com/vw-gp8yUYkQsxQN5xbHrWEhY7rQWQZhIjgO2tvLxu46VY6iwulwWZt5VFS2Q9gy9qJaiJk8QspZs0qaM9z1ODeIyeUUseABOxdfVrC8=s120
crypto-hodlers-nft,0.034,-9.33,-12.82,10000,340.00,0,,2,0.05,1.86,8.77,https://lh3.googleusercontent.com/DBhm94zFLr4BaOeXgh9x68k8Og7j11fLZgdE6vLxLxI_3l2el8gBBrGh25UdmesDh0LQZVx5cx_ymlwJ5I2OGi42tSlrL_Kx9NXUOQ=s120
cryptohoots-steampunk-parliament,0.5,29.87,29.87,2502,1251.00,5,4.0000000000000000,12,-0.66,2.16,0.00,https://lh3.googleusercontent.com/0br8mXPTO9ruxqeIXl1wxuwViF6v4-gJVUtnEjgeYWZi0hIGcboE9LYZ4r-JEkfeY9Jgks_ZCge5h1ogDM9QA3tv0FYR0sJcWWXD9w=s120
cryptojankyz,0.2268,-3.49,19.37,13454,3051.37,3,-0.70000000000000000000,9,0.00,2.77,1.91,https://lh3.googleusercontent.com/t2-r0kOctD_bjnl4QkcUWea3RFnUeo4gi3A5yCH1U3R8-8B-VevuXS8In0qeKomCVITW0puDRuM_sVWLjBd0ZelW5yziMzrMtlpe=s120
cryptomories,0.83,-7.78,0.00,10020,8316.60,39,0.85714285714285714286,41,0.06,7.49,89.39,https://lh3.googleusercontent.com/Lf4PsWhcJLjfuMw6tpSHj-UNgxTO0P50m5EiNqoc_OUqSaJBOiY_Mfu84tuicHUOLZQ0cMhDOmYkHvxw_GTlvAqQ15cn9AhVSXvZFw=s120
cryptomutts-official,0.03,0.00,-25.00,10000,300.00,0,,2,0.04,1.94,0.00,https://lh3.googleusercontent.com/S7gCrPlsyapLKIqsnGxm9MFkc-1iHuCthTH1VG-JIPRxrwSGDk5MkRUebsk_ThPVovb2MVli7jQLcW7S1i3lmBOxML0FeI6khVRY=s120
cryptoongoonz,0.495,-13.01,-27.21,6983,3456.59,11,-0.45000000000000000000,19,0.00,8.74,-0.16,https://lh3.googleusercontent.com/qiebwrEMKto7ca93UsH19rvCtOy9bnkp2mm0qUOcCVHSmQjwflzzB-8nw5DKzw-BUBUcY3Enut_pW1TObx1Iw1mkVxfM1N3uNZjXxw=s120
cryptopochi,0.39,-2.50,-2.50,732,285.48,0,,1,0.00,3.55,4.00,https://lh3.googleusercontent.com/G7Zqi8sqnjO3ZE5nVuk9-Bcovx-oljJwDtGB_tPL5RyxmL9j4Ycd5Ya0ADqHASUlOc3-60F8jCHiXL2eITdyb0Y1HQFnNxfxUQcYDrA=s120
cryptopunks,68.0,0.00,1.64,9999,679932.00,826,-0.69475240206947524021,11,0.00,13.54,0.30,https://lh3.googleusercontent.com/BdxvLseXcfl57BiuQcQYdJ64v-aI8din7WPk0Pgo3qQFhAUH-B6i-dCqqc_mCkRIzULmwzwecnohLhrcH8A9mpWIZqA7ygc52Sr81hE=s120
cryptoskulls,1.08,-7.69,-1.82,10002,10802.16,15,-0.31818181818181818182,12,0.07,4.27,7.56,https://lh3.googleusercontent.com/mxXgfafTwxpLtvGStBGIX5G8W-AE-dfKTBh8E3h92cIKrXiIb8OmNP7hRA33wFGSDbut0MI84PQpnk3LGOe4hC2jkP-eEjejwYWK=s120
crypto-unicorns-market,1.43,-1.38,-4.67,9996,14294.28,34,0.21428571428571428571,22,-0.19,1.12,-3.45,https://lh3.googleusercontent.com/jLi7QyLxZLXAeAqtKuecs5ebhGpDwWG6iI_EsfeXanpCCjCnDtqW9Db4b2ZAO0poqfIgBuGdYmyJCFL-c9wVJFIjJUZ2Lmna13kTDg=s120
cryptovoxels,1.669,-2.91,-12.11,6274,10471.31,11,0.22222222222222222222,6,0.14,4.42,23.11,https://lh3.googleusercontent.com/Jy6UrKMSi0e9w9jYtC1ON-4tOVXA1mXLk7XCLxvWEDuXeLFExJSYnw2DLAGtP3Ly98WJbrrFm6xEodcrpGnKB2tF=s60
cryptowalkersio,0.4,8.70,1.27,3126,1250.40,18,1.2500000000000000,41,-0.33,8.45,-1.86,https://lh3.googleusercontent.com/RHTMHdY8CVboi8zoCkHUwdk_jxtegFebjdRvaeHY29ovpAZjO4YF3xQcLFt2oQtXDXIkSZbqwev35toLqxllsZTXCcY-DQnGDqe5=s120
curiocardswrapper,0.407,0.49,2.01,45,18.32,16,3.0000000000000000,18,0.04,93.33,44.83,https://lh3.googleusercontent.com/xNW1W9O2CYUNGS2GeHqv9yHw-wLdSb9uVoc51TL5GSp8yvC2en45pqp5zYFHhRGHZpgHJdagD2QELXwpu01frltG7Nl055aVqDTDSg=s120
cyber-factory-2,0.83,-2.35,-36.10,3,2.49,29,-0.19444444444444444444,23,0.05,400.00,33.33,https://lh3.googleusercontent.com/72591rGu5Q4R7JeUjXyc1ZH2QJ2CW64OwKQ4Ec9Hf1_z8W6IgXNummT2ErPy80zh0DoUY8KXUXZdvgeUUw9HeIz8L11sYeNqTyD21y0=s120
cybergorillasnftofficial,0.5699,4.57,3.24,2274,1295.95,8,-0.50000000000000000000,13,-1.10,4.93,10.89,https://lh3.googleusercontent.com/XxD3QhUBWoDXwVxh7WaMd5susAHoaKnppxQLBbtyn8rjZqOcDyRUjlZLPrkhkuts7LkRazXcFn2EJJyT1Bj6rwyb_dKHaiL6fbMiZg=s120
cyberkongz,7.6,-1.30,-14.41,4071,30939.60,18,-0.52631578947368421053,2,-0.08,2.85,0.00,https://lh3.googleusercontent.com/LIpf9z6Ux8uxn69auBME9FCTXpXqSYFo8ZLO1GaM8T7S3hiKScHaClXe0ZdhTv5br6FE2g5i-J5SobhKFsYfe6CIMCv-UfnrlYFWOM4=s120
cyberkongz-vx,2.05,-8.48,-14.58,14002,28704.10,48,-0.46666666666666666667,19,-0.04,3.55,1.84,https://lh3.googleusercontent.com/vpJFZRfBl9ghj9IinaDB3w3xScD9AHwuXxpId50Yo80bw1Tt1BOhJg5pltBN-_wJwA0aCyHbcxIbXNnQ1cKd9xlc5ATdJUL4Yy3kDQ=s120
daopunksnft,0.25,-13.79,19.05,1111,277.75,0,,0,0.16,3.24,2.86,https://lh3.googleusercontent.com/fpyFlFiwfJTe2_lD00907R-X9ZheiUcw4Pyuyz9vrDfLXHEIFBS3qP18DqfoWZIOkJl95FZw9nsR7vfN3xXJkJBLO9ZZZVRwJWSJ=s120
darkechelon,4.94,-5.00,-0.20,520,2568.80,5,0.00000000000000000000,1,0.00,6.15,3.23,https://lh3.googleusercontent.com/HWVEruW0loUEng2_lvBgZJNOsVdSpVoTPPbdILWJcAQmEi520hzPi3wqNWihhMrgkJjea9tEc-v0gdA1hUWRoh_QQd6mAhhgX2NQYA=s120
dava-humanoids,0.079,0.00,75.56,9838,777.20,0,-1.00000000000000000000,0,0.00,1.49,2.80,https://lh3.googleusercontent.com/EwIKn5Ingy8L-TIvWBGdWMCwmGyrDk8KqeB9y1a7oQs_JM2RGLul4TkB-R2TXIacFGTYU0EooFKbZmD9kBFh1YHgzumhi77cOuEWVQ=s120
deadfellaz,2.59,-2.26,-9.12,9997,25892.23,101,0.38356164383561643836,35,0.00,5.94,5.32,https://lh3.googleusercontent.com/seJEwLWJP3RAXrxboeG11qbc_MYrxwVrsxGH0s0qxvF68hefOjf5qrPSKkIknUTYzfvinOUPWbYBdM8VEtGEE980Qv2ti_GGd86OWQ=s120
deadfrenz-collection,0.33,-15.34,-52.10,6437,2124.21,14,-0.44000000000000000000,34,0.78,20.66,9.92,https://lh3.googleusercontent.com/d2JT6DRWuuNfOEaMebDoCM3tUh-OBk6zfLUfNb9lwJ3dSGJQolGxQSStM_c4fn4p2eirPcDQ8aQEqC6La7UpBh9uyFXzKh36BUcF=s120
deadfrenz-lab-access-pass,0.35,-22.22,-55.00,6,2.10,3,-0.40000000000000000000,6,1.61,83.33,0.00,https://lh3.googleusercontent.com/nzJv70h39lM3BmZyGh8qDhiSJ1WB8DBLcLlJrO4dLMe3nKOo_Iz3fNeJSdBaYr2hm35fUM6nRhNI3Llhkxj47FWpfsjo0oL8q_LVvPA=s120
deadheads,0.16,-13.51,-9.86,10000,1600.00,1,0.00000000000000000000,3,-0.03,3.50,7.03,https://lh3.googleusercontent.com/m4u8qv8O3DsDz9pZo1_jAOBD9p67j5KoSTcgVy2JwfuDI1Bw309v0bPUwAKlJqpsUem1tzEZmqfeXMn1ZgIXBGdzzEBuyaSuPYi38A=s120
deafbeef,35.0,0.00,-25.53,221,7735.00,0,,0,0.00,4.52,0.00,https://lh3.googleusercontent.com/uheZXqcvxP_8TK7FzP7skUSNh3njmVStcqyLYkCnYPjb5c3enWOS88IAOTf8vdF5y4-vE7f0BQPHnEsVqjq0pD2QKLFugGZOdXUI=s120
deafbeefdegen,8.69,-37.93,201.74,85,738.65,0,,0,0.00,5.88,66.67,https://lh3.googleusercontent.com/-c1DZ0uIXkcWo3LBokFxdSXxWLKxY9bjnArPc7sVkJxucmDWQXHMhZzgk7BO0Dx0ZeQNmJEdNQtfZmZlkR5SbdHmGJS6i51Z-ngW=s120
degenerate-regenerate,0.085,6.25,6.25,7410,629.85,4,3.0000000000000000,34,0.02,6.42,2.81,https://lh3.googleusercontent.com/NwKupgupe7JVDZkob6YkfGwZ8d9dhyhMAszTCslzjGyHS3CjNtGPYLnn7PTyuDhDw3fG0KyxPllSd-UEFkNjTfil4B9kBheE1v9MtA=s120
degentoonz-collection,0.639,-22.07,-14.80,8888,5679.43,293,-0.45131086142322097378,339,0.00,21.64,11.54,https://lh3.googleusercontent.com/3Rk7PFs3XX1ja50aKi8lxh9x67yNX5kZLti7gPlHvWsS7iuXSUdQGctoOXtto7uLLLnvwxe1uhWN6WmmZvVWCcQ-Qm7a8K2KFmEZJC4=s120
derace-horses,0.23,-6.12,-14.78,2633,605.59,3,0.00000000000000000000,10,0.05,14.43,1.33,https://lh3.googleusercontent.com/NX0IVtz5ANW7omJmZ782nxA8FHNriqfa764AuOdlRZpO7YLr0yImGggqysOs78dYsmO3lAMpAhwDhtjUbcyrUqUeUCQF_iDX7_20eQ=s120
desperate-ape-wives,0.29,-17.14,-34.09,10021,2906.09,9,1.2500000000000000,20,-0.09,6.36,-1.85,https://lh3.googleusercontent.com/6yDCMzPIcptR38LjsP-QyMvan-6rO8RSy_tHtwzXVpppTEuFXbgxTIjt5TzlP94Ql30bUeStPSrJQx0Ca1xd48K5PCiK3v-CvFLsBg=s120
diamondcryptodunks,0.138,-4.83,10.40,4200,579.60,3,-0.40000000000000000000,12,-0.18,5.24,11.68,https://lh3.googleusercontent.com/FoKX1uOCtC3lGhZtJik2F622x-5jB1roXnFTRyADt8oYZlGpCuzf_zW-w_c-NSFgNMM3_3bSmfJSY2jJbfuQYO_xgwHIsws12Lhjaw=s120
di-animals,0.038,0.00,8.57,8887,337.71,1,0.00000000000000000000,8,-0.03,3.86,8.54,https://lh3.googleusercontent.com/VjQJKmrsg2AjLJvMahEymc9uPamcZXeDjj95m9isYIZf6X0TJ7BAtUbqN7gvQata1I9PsPa5c9kHQ0FBc3EZjJe9BIDDpIcKu0F5=s120
digital-objects-artwork,150.0,0.00,2961.22,154,23100.00,0,,0,0.00,0.65,0.00,https://storage.opensea.io/0x6f9b9f2c75125079c029f6aecde745e09cf06f5a-featured-1556588783.png
digitz-genesis-collection,0.216069,-0.66,35.89,2188,472.76,1,-0.50000000000000000000,6,0.00,2.06,12.50,https://lh3.googleusercontent.com/k7rFh6nbrYRf9_zdjZp5QO4gocjEf28Sa-kXztdARPu5hWNKI0s4m31TrjwbEVZrnoYz3wmsKiGLevqa7tLjYD4wD6_QS3EaXahFfQ=s120
dinobabies,0.119,-0.83,-14.39,5594,665.69,10,4.0000000000000000,68,0.07,5.61,15.44,https://lh3.googleusercontent.com/eCFT-2w0a3JeWfLLicV7kxR2OJhPr7gETDUpMnEpDR0KdE4Gk3OAwXiRuHJN8hlSINSzSEl8DZjs3ICsEvUFjX8T7d-07K5m7wAg-A=s120
dinox,0.025,-16.67,-21.88,9000,225.00,0,,0,0.66,0.90,3.85,https://lh3.googleusercontent.com/OWzuN8z3KSuxklo-TtzCaLkbHrwPKtkhTZ_bcpVaLWySmTaQPEWlnWpOxm9ExUXILjShYt2u-D0eDeueNr8kUUmReijsKIX2wU_4-Q=s120
divineanarchy,0.19,31.03,13.10,10027,1905.13,16,7.0000000000000000,71,-0.63,5.78,-11.72,https://lh3.googleusercontent.com/biG1zY7CZdt9yXuxr1diwn7YVWXyW6pQ0Ro5-E8dY7SDanAxna3AFP0j6RRLmwGIGRyh8jtV7gKw-luDYoVZ0y2__ck1HxESR-qUXQc=s120
divinewolvesnfts,0.023,-4.17,0.00,2254,51.84,0,,6,-0.05,9.58,6.93,https://lh3.googleusercontent.com/l8Bu0s9P_RlVzp2rihA3-VhXqhWZJ8WVRG98axYEr_xedyb7RXpE_KGeCDFHmchE30Pe3oo1pPQiSSPdC_-7iUVD9aeZdrRV4RrDGik=s120
doge-pound-puppies-real,0.19,5.56,2.70,8194,1556.86,2,0.00000000000000000000,7,-0.02,3.64,6.43,https://lh3.googleusercontent.com/41WE5Jszkq_l97zeIPdvBZb0l_558xGQnI04kVqQib5bgSOJkrtGlfcWiojfI5VFTBpfg0-u2bhojgP9FKMIcQ4IPf8Ky5wsr2pI=s120
dogesoundclub-mates,0.21333725,-23.49,-39.49,10000,2133.37,5,0.00000000000000000000,27,0.00,1.77,-8.76,https://lh3.googleusercontent.com/y4VVdjizSv0nw5k9QUCiXxPAjaZ7qT2ueXYXgzMe5X2KZz5cd1s-8l7sNM3E6uRLIEcdOC9UYHgKHbp-t3N_lcuZcCB-YG4V9N65ww=s120
doodled-punks,0.037,15.63,-17.78,2516,93.09,0,,4,-0.35,6.32,-1.85,https://lh3.googleusercontent.com/lQk0IEk8ybIZH6Bu1Y4GE8j5UweXtlgtrZEZSl6FvxgEx_03r92w0u7WqQQjQwuv5WvKfn5UWL50wonH54tJDUqmGx01Z4Uc5ZWz1as=s120
doodles-official,11.5,-9.38,2.68,10005,115057.50,355,0.24125874125874125874,27,-15.02,4.49,-17.46,https://lh3.googleusercontent.com/7B0qai02OdHA8P_EOVK672qUliyjQdQDGNrACxs7WnTgZAkJa_wWURnIFKeOh5VTf8cfTqW3wQpozGedaC9mteKphEOtztls02RlWQ=s120
dooggies,0.07,-22.22,-59.30,9993,699.51,7,-0.22222222222222222222,60,-0.49,11.41,1.33,
dopey-ducklings,0.02,0.00,122.22,2045,40.90,0,,0,0.00,5.04,3.00,https://lh3.googleusercontent.com/DK_35LjyYDubN31Tjtit7aWlHhNvZTfMGgB_0v7_s-DqJ7pwKApS8mmV5erUBJ6AYekedY9JumCXp9-S0iszAI7diu1SRyAEWpneEg=s120
dorkisofficial,0.039,0.00,-7.14,4721,184.12,0,,0,0.00,4.07,0.00,https://lh3.googleusercontent.com/rB_ZwUwrlZRv4QmG7KPkT0om0PavpnvDVH_aGKas-gUwfTv5BhTqvxo7LJYGSw30TDpZ8HSrzjNNSINyt3efBM9LjH2UqyAeKavE=s120
dreamlandgenesisproject,0.069,-10.39,-18.82,9786,675.23,3,-0.57142857142857142857,29,-0.09,7.08,4.84,https://lh3.googleusercontent.com/4RTocZmRIkEBJvJ2jzrSGo-AyK6ODkE3vgjdInBaqIAtIhlWE-98Ycwtvff4MB61DNWjzA-Z58QJ9zw1IyAEG7AIodgoSbWKaTKBaw=s120
dreamloops,0.039,-2.26,-18.75,9513,371.01,0,,2,0.00,1.44,13.22,https://lh3.googleusercontent.com/4k4hX_GGIDocSxc91M6Ak-2mqpqzW6T266r-LlivahH6pgNmT1MRy8_H6UZX8UPDODJ_HMvTXqE9P8DXIeLiuBp9t3m7NF-ck8Xn=s120
